ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat,predicted_sales,lower_sales,upper_sales
2013-01-01,15.127618171154795,14.489234921458136,15.929355516777685,15.127618171154795,15.127618171154795,0.1348458207884056,0.1348458207884056,0.1348458207884056,0.5829040853029833,0.5829040853029833,0.5829040853029833,-0.4480582645145777,-0.4480582645145777,-0.4480582645145777,0.0,0.0,0.0,15.262463991943203,4250145.419453204,1961528.181112028,8280015.480662889
2013-01-02,15.128091296139456,14.414997012652735,15.928613030471585,15.128091296139456,15.128091296139456,0.0542194948653288,0.0542194948653288,0.0542194948653288,0.4817424681245491,0.4817424681245491,0.4817424681245491,-0.4275229732592203,-0.4275229732592203,-0.4275229732592203,0.0,0.0,0.0,15.182310791004785,3922777.614931673,1821182.300054971,8273869.963575168
2013-01-03,15.128564421124116,14.335225832565737,15.863931645574574,15.128564421124116,15.128564421124116,-0.0518492051930048,-0.0518492051930048,-0.0518492051930048,0.3503573578921288,0.3503573578921288,0.3503573578921288,-0.4022065630851336,-0.4022065630851336,-0.4022065630851336,0.0,0.0,0.0,15.076715215931111,3529669.973521368,1681547.801879275,7755644.948464311
2013-01-04,15.129037546108773,14.498893796012732,15.966857905246371,15.129037546108773,15.129037546108773,0.0948749694992243,0.0948749694992243,0.0948749694992243,0.4675230130735452,0.4675230130735452,0.4675230130735452,-0.3726480435743208,-0.3726480435743208,-0.3726480435743208,0.0,0.0,0.0,15.223912515607998,4089414.1210625335,1980566.140025875,8596431.97854592
2013-01-05,15.129510671093431,14.518473543046872,15.949859316665805,15.129510671093431,15.129510671093431,0.1015970169908021,0.1015970169908021,0.1015970169908021,0.4410481315770356,0.4410481315770356,0.4410481315770356,-0.3394511145862334,-0.3394511145862334,-0.3394511145862334,0.0,0.0,0.0,15.231107688084233,4118944.278072816,2019727.2750898453,8451539.721905058
2013-01-06,15.129983796078092,11.161448397638596,12.66016298713496,15.129983796078092,15.129983796078092,-3.2192156375699854,-3.2192156375699854,-3.2192156375699854,-2.915945148993291,-2.915945148993291,-2.915945148993291,-0.3032704885766947,-0.3032704885766947,-0.3032704885766947,0.0,0.0,0.0,11.910768158508104,148859.98435402772,70363.79863028898,314947.0511221643
2013-01-07,15.13045692106275,14.697943350711784,16.17815729995374,15.13045692106275,15.13045692106275,0.3275727235632129,0.3275727235632129,0.3275727235632129,0.5923700930102215,0.5923700930102215,0.5923700930102215,-0.2647973694470086,-0.2647973694470086,-0.2647973694470086,0.0,0.0,0.0,15.458029644625965,5168171.201566292,2416771.065958519,10619019.097196022
2013-01-08,15.130930046047409,14.674700185957471,16.252559263084255,15.130930046047409,15.130930046047409,0.3581596517577864,0.3581596517577864,0.3581596517577864,0.5829040853042056,0.5829040853042056,0.5829040853042056,-0.2247444335464191,-0.2247444335464191,-0.2247444335464191,0.0,0.0,0.0,15.489089697805197,5331213.854293082,2361245.430169593,11439229.33317788
2013-01-09,15.131403171032066,14.69449072124652,16.159261804115648,15.131403171032066,15.131403171032066,0.2979118033887316,0.2979118033887316,0.2979118033887316,0.4817424681289607,0.4817424681289607,0.4817424681289607,-0.1838306647402291,-0.1838306647402291,-0.1838306647402291,0.0,0.0,0.0,15.429314974420798,5021879.255459135,2408441.235696211,10420251.2694422
2013-01-10,15.131876296016726,14.569850145548708,16.03822794305025,15.131876296016726,15.131876296016726,0.2075909648365816,0.2075909648365816,0.2075909648365816,0.3503573578944357,0.3503573578944357,0.3503573578944357,-0.142766393057854,-0.142766393057854,-0.142766393057854,0.0,0.0,0.0,15.339467260853308,4590350.969262223,2126205.886160746,9232383.7545737
2013-01-11,15.132349421001384,14.76444503698331,16.191968194648485,15.132349421001384,15.132349421001384,0.3652841375556249,0.3652841375556249,0.3652841375556249,0.4675230130778643,0.4675230130778643,0.4675230130778643,-0.1022388755222394,-0.1022388755222394,-0.1022388755222394,0.0,0.0,0.0,15.497633558557007,5376958.149823622,2582954.9987252555,10766694.684204375
2013-01-12,15.132822545986045,14.80127391977614,16.257287905782533,15.132822545986045,15.132822545986045,0.3781493928484095,0.3781493928484095,0.3781493928484095,0.4410481315808616,0.4410481315808616,0.4410481315808616,-0.062898738732452,-0.062898738732452,-0.062898738732452,0.0,0.0,0.0,15.510971938834452,5449158.5232770005,2679855.804160494,11493449.458937269
2013-01-13,15.133295670970703,11.462185259776762,12.942022440275265,15.133295670970703,15.133295670970703,-2.9412927252153898,-2.9412927252153898,-2.9412927252153898,-2.915945148993432,-2.915945148993432,-2.915945148993432,-0.0253475762219583,-0.0253475762219583,-0.0253475762219583,0.0,0.0,0.0,12.192002945755313,197204.763176248,95051.55800673092,417491.7426615025
2013-01-14,15.13376879595536,15.043025301452184,16.470451683560437,15.13376879595536,15.13376879595536,0.602243132688905,0.602243132688905,0.602243132688905,0.5923700930063636,0.5923700930063636,0.5923700930063636,0.0098730396825413,0.0098730396825413,0.0098730396825413,0.0,0.0,0.0,15.736011928644263,6824378.155320873,3412736.460169936,14224147.596409494
2013-01-15,15.13424192094002,15.02155420283372,16.464290214089996,15.13424192094002,15.13424192094002,0.625194996167338,0.625194996167338,0.625194996167338,0.5829040853054278,0.5829040853054278,0.5829040853054278,0.0422909108619102,0.0422909108619102,0.0422909108619102,0.0,0.0,0.0,15.759436917107356,6986126.235489126,3340242.287382155,14136775.386107096
2013-01-16,15.13471504592468,14.95604301631226,16.401716334179138,15.13471504592468,15.13471504592468,0.5532532225649323,0.5532532225649323,0.5532532225649323,0.4817424681333722,0.4817424681333722,0.4817424681333722,0.0715107544315599,0.0715107544315599,0.0715107544315599,0.0,0.0,0.0,15.68796826848961,6504261.365463646,3128432.682421108,13279290.29408335
2013-01-17,15.135188170909338,14.84948690082174,16.287698124884077,15.135188170909338,15.135188170909338,0.4475771601971666,0.4475771601971666,0.4475771601971666,0.3503573578967426,0.3503573578967426,0.3503573578967426,0.097219802300424,0.097219802300424,0.097219802300424,0.0,0.0,0.0,15.582765331106504,5854757.638996833,2812225.0064540645,11848336.553787032
